
,,Bakul Nivas,0,,Support staff,44,,Housekeeping,188,,Vendors,57,,House maids,21,,,,,
,,Kadamba Nivas,5,,ARL & I HUB,112,,Milk & Paper,9,,Couriers,24,,Civil Vendors,22,,,,,
,,Parijat Nivas,1,,Internship,0,,Visitors,25,,Food Delivery,247,,Mess workers,29,,,,,
,,Faculty,15,,Dayscholor,35,,Event Visitors,25,,CIE / Visitors,295,,,,,,,,
,Total ,,26,,Total,281,,Total,310,,Total,633,,Total,417,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,13-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,1,,Staff,90,,Security,63,,Aroyga & Bank,4,,Cabs,344,,1549,,,
,,Bakul Nivas,0,,Support staff,44,,Housekeeping,188,,Vendors,60,,House maids,29,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,112,,Milk & Paper,10,,Couriers,19,,Civil Vendors,35,,,,,
,,Parijat Nivas,2,,Internship,0,,Visitors,22,,Food Delivery,261,,Mess workers,24,,,,,
,,Faculty,17,,Dayscholor,39,,Event Visitors,0,,CIE / Visitors,185,,,,,,,,
,Total ,,20,,Total,285,,Total,283,,Total,529,,Total,432,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,14-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,2,,Staff,0,,Security,63,,Aroyga & Bank,3,,Cabs,193,,567,,,
,,Bakul Nivas,0,,Support staff,6,,Housekeeping,45,,Vendors,22,,House maids,3,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,0,,Milk & Paper,8,,Couriers,7,,Civil Vendors,7,,,,,
,,Parijat Nivas,1,,Internship,0,,Visitors,6,,Food Delivery,170,,Mess workers,14,,,,,
,,Faculty,0,,Dayscholor,2,,Event Visitors,0,,CIE / Visitors,15,,,,,,,,
,Total ,,3,,Total,8,,Total,122,,Total,217,,Total,217,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,15-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,9,,Staff,89,,Security,63,,Aroyga & Bank,10,,Cabs,232,,1627,,,
,,Bakul Nivas,0,,Support staff,44,,Housekeeping,182,,Vendors,46,,House maids,28,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,221,,Milk & Paper,7,,Couriers,20,,Civil Vendors,33,,,,,
,,Parijat Nivas,22,,Internship,0,,Visitors,43,,Food Delivery,240,,Mess workers,23,,,,,
,,Faculty,12,,Dayscholor,18,,Event Visitors,0,,CIE / Visitors,285,,,,,,,,
,Total ,,43,,Total,372,,Total,295,,Total,601,,Total,316,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,16-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,22,,Staff,86,,Security,63,,Aroyga & Bank,9,,Cabs,225,,1598,,,
,,Bakul Nivas,0,,Support staff,42,,Housekeeping,179,,Vendors,47,,House maids,24,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,231,,Milk & Paper,9,,Couriers,18,,Civil Vendors,32,,,,,
,,Parijat Nivas,7,,Internship,0,,Visitors,19,,Food Delivery,233,,Mess workers,25,,,,,
,,Faculty,14,,Dayscholor,28,,Event Visitors,0,,CIE / Visitors,285,,,,,,,,
,Total ,,43,,Total,387,,Total,270,,Total,592,,Total,306,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,17-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,25,,Staff,0,,Security,63,,Aroyga & Bank,0,,Cabs,168,,846,,,
,,Bakul Nivas,0,,Support staff,8,,Housekeeping,0,,Vendors,21,,House maids,13,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,0,,Milk & Paper,10,,Couriers,27,,Civil Vendors,40,,,,,
,,Parijat Nivas,12,,Internship,0,,Visitors,12,,Food Delivery,231,,Mess workers,26,,,,,
,,Faculty,0,,Dayscholor,30,,Event Visitors,0,,CIE / Visitors,160,,,,,,,,
,Total ,,37,,Total,38,,Total,85,,Total,439,,Total,247,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,18-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,17,,Staff,89,,Security,63,,Aroyga & Bank,10,,Cabs,218,,1573,,,
,,Bakul Nivas,0,,Support staff,48,,Housekeeping,183,,Vendors,50,,House maids,28,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,235,,Milk & Paper,9,,Couriers,22,,Civil Vendors,30,,,,,
,,Parijat Nivas,7,,Internship,0,,Visitors,40,,Food Delivery,190,,Mess workers,28,,,,,
,,Faculty,8,,Dayscholor,33,,Event Visitors,0,,CIE / Visitors,265,,,,,,,,
,Total ,,32,,Total,405,,Total,295,,Total,537,,Total,304,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,19-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,21,,Staff,86,,Security,63,,Aroyga & Bank,11,,Cabs,216,,1529,,,
,,Bakul Nivas,0,,Support staff,46,,Housekeeping,183,,Vendors,35,,House maids,29,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,220,,Milk & Paper,8,,Couriers,22,,Civil Vendors,24,,,,,
,,Parijat Nivas,13,,Internship,0,,Visitors,36,,Food Delivery,224,,Mess workers,27,,,,,
,,Faculty,10,,Dayscholor,23,,Event Visitors,0,,CIE / Visitors,232,,,,,,,,
,Total ,,44,,Total,375,,Total,290,,Total,524,,Total,296,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,20-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,12,,Staff,76,,Security,63,,Aroyga & Bank,8,,Cabs,199,,1286,,,
,,Bakul Nivas,1,,Support staff,42,,Housekeeping,172,,Vendors,28,,House maids,26,,,,,
,,Kadamba Nivas,3,,ARL & I HUB,210,,Milk & Paper,8,,Couriers,18,,Civil Vendors,9,,,,,
,,Parijat Nivas,0,,Internship,0,,Visitors,22,,Food Delivery,174,,Mess workers,23,,,,,
,,Faculty,8,,Dayscholor,10,,Event Visitors,39,,CIE / Visitors,135,,,,,,,,
,Total ,,24,,Total,338,,Total,304,,Total,363,,Total,257,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,21-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,11,,Staff,0,,Security,63,,Aroyga & Bank,3,,Cabs,152,,595,,,
,,Bakul Nivas,0,,Support staff,5,,Housekeeping,30,,Vendors,19,,House maids,3,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,0,,Milk & Paper,8,,Couriers,12,,Civil Vendors,9,,,,,
,,Parijat Nivas,6,,Internship,0,,Visitors,20,,Food Delivery,232,,Mess workers,20,,,,,
,,Faculty,2,,Dayscholor,0,,Event Visitors,0,,CIE / Visitors,0,,,,,,,,
,Total ,,19,,Total,5,,Total,121,,Total,266,,Total,184,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,22-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,20,,Staff,3,,Security,63,,Aroyga & Bank,6,,Cabs,209,,1043,,,
,,Bakul Nivas,0,,Support staff,6,,Housekeeping,28,,Vendors,32,,House maids,16,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,70,,Milk & Paper,10,,Couriers,22,,Civil Vendors,37,,,,,
,,Parijat Nivas,6,,Internship,1,,Visitors,22,,Food Delivery,250,,Mess workers,25,,,,,
,,Faculty,2,,Dayscholor,10,,Event Visitors,0,,CIE / Visitors,205,,,,,,,,
,Total ,,28,,Total,90,,Total,123,,Total,515,,Total,287,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,23-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,25,,Staff,90,,Security,64,,Aroyga & Bank,9,,Cabs,245,,1590,,,
,,Bakul Nivas,10,,Support staff,44,,Housekeeping,185,,Vendors,46,,House maids,29,,,,,
,,Kadamba Nivas,7,,ARL & I HUB,110,,Milk & Paper,7,,Couriers,17,,Civil Vendors,31,,,,,
,,Parijat Nivas,4,,Internship,0,,Visitors,46,,Food Delivery,244,,Mess workers,27,,,,,
,,Faculty,15,,Dayscholor,30,,Event Visitors,0,,CIE / Visitors,305,,,,,,,,
,Total ,,61,,Total,274,,Total,302,,Total,621,,Total,332,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,24-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,31,,Staff,90,,Security,64,,Aroyga & Bank,12,,Cabs,236,,1549,,,
,,Bakul Nivas,0,,Support staff,43,,Housekeeping,189,,Vendors,47,,House maids,31,,,,,
,,Kadamba Nivas,16,,ARL & I HUB,105,,Milk & Paper,8,,Couriers,21,,Civil Vendors,42,,,,,
,,Parijat Nivas,5,,Internship,0,,Visitors,19,,Food Delivery,216,,Mess workers,28,,,,,
,,Faculty,14,,Dayscholor,30,,Event Visitors,0,,CIE / Visitors,302,,,,,,,,
,Total ,,66,,Total,268,,Total,280,,Total,598,,Total,337,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,25-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,38,,Staff,90,,Security,64,,Aroyga & Bank,10,,Cabs,310,,1633,,,
,,Bakul Nivas,1,,Support staff,44,,Housekeeping,188,,Vendors,44,,House maids,30,,,,,
,,Kadamba Nivas,9,,ARL & I HUB,109,,Milk & Paper,11,,Couriers,18,,Civil Vendors,34,,,,,
,,Parijat Nivas,8,,Internship,0,,Visitors,26,,Food Delivery,219,,Mess workers,27,,,,,
,,Faculty,15,,Dayscholor,23,,Event Visitors,0,,CIE / Visitors,315,,,,,,,,
,Total ,,71,,Total,266,,Total,289,,Total,606,,Total,401,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,26-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,58,,Staff,90,,Security,64,,Aroyga & Bank,10,,Cabs,303,,1715,,,
,,Bakul Nivas,1,,Support staff,44,,Housekeeping,186,,Vendors,41,,House maids,26,,,,,
,,Kadamba Nivas,6,,ARL & I HUB,111,,Milk & Paper,6,,Couriers,28,,Civil Vendors,62,,,,,
,,Parijat Nivas,5,,Internship,0,,Visitors,35,,Food Delivery,205,,Mess workers,27,,,,,
,,Faculty,16,,Dayscholor,35,,Event Visitors,45,,CIE / Visitors,311,,,,,,,,
,Total ,,86,,Total,280,,Total,336,,Total,595,,Total,418,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,27-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,69,,Staff,90,,Security,64,,Aroyga & Bank,8,,Cabs,625,,1920,,,
,,Bakul Nivas,3,,Support staff,44,,Housekeeping,188,,Vendors,58,,House maids,22,,,,,
,,Kadamba Nivas,7,,ARL & I HUB,105,,Milk & Paper,7,,Couriers,13,,Civil Vendors,52,,,,,
,,Parijat Nivas,15,,Internship,0,,Visitors,14,,Food Delivery,222,,Mess workers,23,,,,,
,,Faculty,15,,Dayscholor,18,,Event Visitors,53,,CIE / Visitors,205,,,,,,,,
,Total ,,109,,Total,257,,Total,326,,Total,506,,Total,722,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,28-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,51,,Staff,15,,Security,64,,Aroyga & Bank,4,,Cabs,402,,1127,,,
,,Bakul Nivas,4,,Support staff,10,,Housekeeping,75,,Vendors,25,,House maids,2,,,,,
,,Kadamba Nivas,5,,ARL & I HUB,0,,Milk & Paper,10,,Couriers,10,,Civil Vendors,32,,,,,
,,Parijat Nivas,16,,Internship,0,,Visitors,22,,Food Delivery,235,,Mess workers,26,,,,,
,,Faculty,10,,Dayscholor,0,,Event Visitors,39,,CIE / Visitors,70,,,,,,,,
,Total ,,86,,Total,25,,Total,210,,Total,344,,Total,462,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,29-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,58,,Staff,89,,Security,64,,Aroyga & Bank,10,,Cabs,382,,2024,,,
,,Bakul Nivas,14,,Support staff,47,,Housekeeping,187,,Vendors,50,,House maids,28,,,,,
,,Kadamba Nivas,6,,ARL & I HUB,195,,Milk & Paper,10,,Couriers,28,,Civil Vendors,59,,,,,
,,Parijat Nivas,10,,Internship,0,,Visitors,21,,Food Delivery,333,,Mess workers,32,,,,,
,,Faculty,16,,Dayscholor,35,,Event Visitors,0,,CIE / Visitors,350,,,,,,,,
,Total ,,104,,Total,366,,Total,282,,Total,771,,Total,501,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,30-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,81,,Staff,75,,Security,64,,Aroyga & Bank,9,,Cabs,221,,1734,,,
,,Bakul Nivas,0,,Support staff,39,,Housekeeping,172,,Vendors,38,,House maids,28,,,,,
,,Kadamba Nivas,5,,ARL & I HUB,214,,Milk & Paper,9,,Couriers,38,,Civil Vendors,56,,,,,
,,Parijat Nivas,5,,Internship,0,,Visitors,22,,Food Delivery,302,,Mess workers,26,,,,,
,,Faculty,16,,Dayscholor,35,,Event Visitors,0,,CIE / Visitors,279,,,,,,,,
,Total ,,107,,Total,363,,Total,267,,Total,666,,Total,331,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,31-Jul-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,56,,Staff,78,,Security,64,,Aroyga & Bank,9,,Cabs,248,,1790,,,
,,Bakul Nivas,2,,Support staff,41,,Housekeeping,180,,Vendors,33,,House maids,25,,,,,
,,Kadamba Nivas,2,,ARL & I HUB,202,,Milk & Paper,10,,Couriers,28,,Civil Vendors,77,,,,,
,,Parijat Nivas,35,,Internship,0,,Visitors,19,,Food Delivery,286,,Mess workers,25,,,,,
,,Faculty,15,,Dayscholor,35,,Event Visitors,0,,CIE / Visitors,320,,,,,,,,
,Total ,,110,,Total,356,,Total,273,,Total,676,,Total,375,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,1-Aug-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,36,,Staff,72,,Security,64,,Aroyga & Bank,10,,Cabs,233,,1591,,,
,,Bakul Nivas,1,,Support staff,44,,Housekeeping,170,,Vendors,41,,House maids,28,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,185,,Milk & Paper,11,,Couriers,25,,Civil Vendors,75,,,,,
,,Parijat Nivas,5,,Internship,0,,Visitors,21,,Food Delivery,283,,Mess workers,27,,,,,
,,Faculty,16,,Dayscholor,33,,Event Visitors,0,,CIE / Visitors,210,,,,,,,,
,Total ,,59,,Total,334,,Total,266,,Total,569,,Total,363,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,2-Aug-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,36,,Staff,78,,Security,63,,Aroyga & Bank,10,,Cabs,267,,1755,,,
,,Bakul Nivas,8,,Support staff,44,,Housekeeping,178,,Vendors,53,,House maids,26,,,,,
,,Kadamba Nivas,7,,ARL & I HUB,188,,Milk & Paper,10,,Couriers,29,,Civil Vendors,88,,,,,
,,Parijat Nivas,12,,Internship,0,,Visitors,16,,Food Delivery,350,,Mess workers,32,,,,,
,,Faculty,15,,Dayscholor,35,,Event Visitors,0,,CIE / Visitors,210,,,,,,,,
,Total ,,78,,Total,345,,Total,267,,Total,652,,Total,413,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,4-Aug-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,25,,Staff,4,,Security,63,,Aroyga & Bank,3,,Cabs,194,,904,,,
,,Bakul Nivas,1,,Support staff,5,,Housekeeping,40,,Vendors,25,,House maids,3,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,0,,Milk & Paper,8,,Couriers,21,,Civil Vendors,18,,,,,
,,Parijat Nivas,12,,Internship,0,,Visitors,30,,Food Delivery,338,,Mess workers,22,,,,,
,,Faculty,1,,Dayscholor,0,,Event Visitors,65,,CIE / Visitors,25,,,,,,,,
,Total ,,40,,Total,9,,Total,206,,Total,412,,Total,237,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,5-Aug-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,9,,Staff,90,,Security,63,,Aroyga & Bank,9,,Cabs,250,,1841,,,
,,Bakul Nivas,0,,Support staff,45,,Housekeeping,188,,Vendors,48,,House maids,27,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,190,,Milk & Paper,9,,Couriers,31,,Civil Vendors,68,,,,,
,,Parijat Nivas,4,,Internship,0,,Visitors,25,,Food Delivery,355,,Mess workers,27,,,,,
,,Faculty,15,,Dayscholor,27,,Event Visitors,10,,CIE / Visitors,350,,,,,,,,
,Total ,,29,,Total,352,,Total,295,,Total,793,,Total,372,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,6-Aug-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,9,,Staff,88,,Security,65,,Aroyga & Bank,11,,Cabs,256,,1787,,,
,,Bakul Nivas,0,,Support staff,44,,Housekeeping,187,,Vendors,49,,House maids,26,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,188,,Milk & Paper,6,,Couriers,42,,Civil Vendors,62,,,,,
,,Parijat Nivas,2,,Internship,0,,Visitors,19,,Food Delivery,320,,Mess workers,29,,,,,
,,Faculty,14,,Dayscholor,30,,Event Visitors,0,,CIE / Visitors,340,,,,,,,,
,Total ,,25,,Total,350,,Total,277,,Total,762,,Total,373,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,7-Aug-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,3,,Staff,89,,Security,65,,Aroyga & Bank,11,,Cabs,243,,1760,,,
,,Bakul Nivas,0,,Support staff,43,,Housekeeping,184,,Vendors,40,,House maids,28,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,185,,Milk & Paper,10,,Couriers,26,,Civil Vendors,75,,,,,
,,Parijat Nivas,0,,Internship,0,,Visitors,29,,Food Delivery,354,,Mess workers,27,,,,,
,,Faculty,13,,Dayscholor,25,,Event Visitors,0,,CIE / Visitors,310,,,,,,,,
,Total ,,16,,Total,342,,Total,288,,Total,741,,Total,373,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,8-Aug-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,8,,Staff,87,,Security,65,,Aroyga & Bank,10,,Cabs,267,,1744,,,
,,Bakul Nivas,0,,Support staff,44,,Housekeeping,187,,Vendors,36,,House maids,31,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,180,,Milk & Paper,8,,Couriers,31,,Civil Vendors,67,,,,,
,,Parijat Nivas,7,,Internship,0,,Visitors,22,,Food Delivery,302,,Mess workers,23,,,,,
,,Faculty,14,,Dayscholor,35,,Event Visitors,0,,CIE / Visitors,320,,,,,,,,
,Total ,,29,,Total,346,,Total,282,,Total,699,,Total,388,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,9-Aug-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,6,,Staff,89,,Security,65,,Aroyga & Bank,9,,Cabs,283,,1870,,,
,,Bakul Nivas,0,,Support staff,41,,Housekeeping,189,,Vendors,40,,House maids,29,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,177,,Milk & Paper,10,,Couriers,34,,Civil Vendors,84,,,,,
,,Parijat Nivas,1,,Internship,0,,Visitors,25,,Food Delivery,395,,Mess workers,28,,,,,
,,Faculty,13,,Dayscholor,40,,Event Visitors,0,,CIE / Visitors,311,,,,,,,,
,Total ,,21,,Total,347,,Total,289,,Total,789,,Total,424,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,10-Aug-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,12,,Staff,85,,Security,65,,Aroyga & Bank,4,,Cabs,304,,1775,,,
,,Bakul Nivas,0,,Support staff,40,,Housekeeping,183,,Vendors,32,,House maids,22,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,120,,Milk & Paper,9,,Couriers,24,,Civil Vendors,87,,,,,
,,Parijat Nivas,9,,Internship,0,,Visitors,24,,Food Delivery,400,,Mess workers,26,,,,,
,,Faculty,10,,Dayscholor,40,,Event Visitors,68,,CIE / Visitors,210,,,,,,,,
,Total ,,32,,Total,285,,Total,349,,Total,670,,Total,439,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,11-Aug-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,2,,Staff,6,,Security,65,,Aroyga & Bank,6,,Cabs,209,,825,,,
,,Bakul Nivas,0,,Support staff,5,,Housekeeping,23,,Vendors,39,,House maids,1,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,0,,Milk & Paper,10,,Couriers,18,,Civil Vendors,41,,,,,
,,Parijat Nivas,8,,Internship,0,,Visitors,20,,Food Delivery,321,,Mess workers,18,,,,,
,,Faculty,2,,Dayscholor,0,,Event Visitors,0,,CIE / Visitors,30,,,,,,,,
,Total ,,13,,Total,11,,Total,118,,Total,414,,Total,269,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,12-Aug-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,3,,Staff,72,,Security,65,,Aroyga & Bank,8,,Cabs,262,,1728,,,
,,Bakul Nivas,2,,Support staff,42,,Housekeeping,176,,Vendors,58,,House maids,29,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,189,,Milk & Paper,10,,Couriers,28,,Civil Vendors,72,,,,,
,,Parijat Nivas,5,,Internship,2,,Visitors,14,,Food Delivery,301,,Mess workers,22,,,,,
,,Faculty,16,,Dayscholor,32,,Event Visitors,0,,CIE / Visitors,320,,,,,,,,
,Total ,,26,,Total,337,,Total,265,,Total,715,,Total,385,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,13-Aug-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,9,,Staff,69,,Security,65,,Aroyga & Bank,9,,Cabs,316,,1760,,,
,,Bakul Nivas,0,,Support staff,44,,Housekeeping,167,,Vendors,50,,House maids,29,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,192,,Milk & Paper,10,,Couriers,33,,Civil Vendors,76,,,,,
,,Parijat Nivas,5,,Internship,0,,Visitors,15,,Food Delivery,324,,Mess workers,32,,,,,
,,Faculty,18,,Dayscholor,32,,Event Visitors,0,,CIE / Visitors,265,,,,,,,,
,Total ,,32,,Total,337,,Total,257,,Total,681,,Total,453,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,14-Aug-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,4,,Staff,66,,Security,65,,Aroyga & Bank,8,,Cabs,239,,1662,,,
,,Bakul Nivas,0,,Support staff,38,,Housekeeping,172,,Vendors,56,,House maids,29,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,196,,Milk & Paper,10,,Couriers,35,,Civil Vendors,57,,,,,
,,Parijat Nivas,9,,Internship,0,,Visitors,22,,Food Delivery,263,,Mess workers,27,,,,,
,,Faculty,15,,Dayscholor,31,,Event Visitors,0,,CIE / Visitors,320,,,,,,,,
,Total ,,28,,Total,331,,Total,269,,Total,682,,Total,352,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,15-Aug-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,7,,Staff,6,,Security,65,,Aroyga & Bank,0,,Cabs,182,,787,,,
,,Bakul Nivas,0,,Support staff,0,,Housekeeping,35,,Vendors,29,,House maids,14,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,0,,Milk & Paper,11,,Couriers,26,,Civil Vendors,47,,,,,
,,Parijat Nivas,2,,Internship,0,,Visitors,14,,Food Delivery,296,,Mess workers,12,,,,,
,,Faculty,5,,Dayscholor,5,,Event Visitors,0,,CIE / Visitors,30,,,,,,,,
,Total ,,15,,Total,11,,Total,125,,Total,381,,Total,255,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
