
,,Parijat Nivas,15,,Internship,6,,Visitors,73,,Food Delivery,253,,Mess workers,25,,,,,
,,Faculty,16,,Dayscholor,32,,Event Visitors,40,,CIE / Visitors,292,,,,,,,,
,Total ,,39,,Total,332,,Total,365,,Total,618,,Total,391,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,11-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,9,,Staff,74,,Security,65,,Aroyga & Bank,10,,Cabs,256,,1819,,,
,,Bakul Nivas,0,,Support staff,41,,Housekeeping,177,,Vendors,60,,House maids,20,,,,,
,,Kadamba Nivas,3,,ARL & I HUB,182,,Milk & Paper,16,,Couriers,27,,Civil Vendors,117,,,,,
,,Parijat Nivas,20,,Internship,13,,Visitors,64,,Food Delivery,251,,Mess workers,26,,,,,
,,Faculty,12,,Dayscholor,31,,Event Visitors,20,,CIE / Visitors,325,,,,,,,,
,Total ,,44,,Total,341,,Total,342,,Total,673,,Total,419,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,12-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,9,,Staff,78,,Security,65,,Aroyga & Bank,11,,Cabs,242,,1760,,,
,,Bakul Nivas,0,,Support staff,42,,Housekeeping,175,,Vendors,77,,House maids,15,,,,,
,,Kadamba Nivas,3,,ARL & I HUB,178,,Milk & Paper,14,,Couriers,25,,Civil Vendors,99,,,,,
,,Parijat Nivas,11,,Internship,0,,Visitors,32,,Food Delivery,288,,Mess workers,25,,,,,
,,Faculty,11,,Dayscholor,30,,Event Visitors,30,,CIE / Visitors,300,,,,,,,,
,Total ,,34,,Total,328,,Total,316,,Total,701,,Total,381,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,13-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,30,,Staff,76,,Security,65,,Aroyga & Bank,9,,Cabs,272,,1777,,,
,,Bakul Nivas,0,,Support staff,40,,Housekeeping,178,,Vendors,68,,House maids,15,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,155,,Milk & Paper,14,,Couriers,23,,Civil Vendors,110,,,,,
,,Parijat Nivas,22,,Internship,0,,Visitors,22,,Food Delivery,293,,Mess workers,25,,,,,
,,Faculty,10,,Dayscholor,30,,Event Visitors,0,,CIE / Visitors,320,,,,,,,,
,Total ,,62,,Total,301,,Total,279,,Total,713,,Total,422,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,14-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,12,,Staff,77,,Security,65,,Aroyga & Bank,3,,Cabs,218,,1511,,,
,,Bakul Nivas,0,,Support staff,41,,Housekeeping,171,,Vendors,56,,House maids,18,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,120,,Milk & Paper,13,,Couriers,13,,Civil Vendors,137,,,,,
,,Parijat Nivas,20,,Internship,0,,Visitors,15,,Food Delivery,274,,Mess workers,21,,,,,
,,Faculty,8,,Dayscholor,23,,Event Visitors,20,,CIE / Visitors,185,,,,,,,,
,Total ,,41,,Total,261,,Total,284,,Total,531,,Total,394,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,15-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,6,,Staff,0,,Security,65,,Aroyga & Bank,5,,Cabs,163,,821,,,
,,Bakul Nivas,0,,Support staff,4,,Housekeeping,3,,Vendors,29,,House maids,3,,,,,
,,Kadamba Nivas,2,,ARL & I HUB,0,,Milk & Paper,16,,Couriers,18,,Civil Vendors,69,,,,,
,,Parijat Nivas,28,,Internship,0,,Visitors,5,,Food Delivery,325,,Mess workers,19,,,,,
,,Faculty,1,,Dayscholor,0,,Event Visitors,0,,CIE / Visitors,60,,,,,,,,
,Total ,,37,,Total,4,,Total,89,,Total,437,,Total,254,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,16-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,6,,Staff,78,,Security,65,,Aroyga & Bank,10,,Cabs,268,,1885,,,
,,Bakul Nivas,0,,Support staff,42,,Housekeeping,182,,Vendors,48,,House maids,20,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,185,,Milk & Paper,16,,Couriers,34,,Civil Vendors,91,,,,,
,,Parijat Nivas,5,,Internship,0,,Visitors,64,,Food Delivery,201,,Mess workers,26,,,,,
,,Faculty,16,,Dayscholor,32,,Event Visitors,110,,CIE / Visitors,385,,,,,,,,
,Total ,,28,,Total,337,,Total,437,,Total,678,,Total,405,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,17-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,,Total All count,,,
,,Palash Nivas,11,,Staff,70,,Security,65,,Aroyga & Bank,11,,Cabs,214,,1619,,,
,,Bakul Nivas,0,,Support staff,39,,Housekeeping,176,,Vendors,64,,House maids,18,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,181,,Milk & Paper,17,,Couriers,21,,Civil Vendors,70,,,,,
,,Parijat Nivas,4,,Internship,2,,Visitors,24,,Food Delivery,271,,Mess workers,23,,,,,
,,Faculty,11,,Dayscholor,32,,Event Visitors,0,,CIE / Visitors,295,,,,,,,,
,Total ,,26,,Total,324,,Total,282,,Total,662,,Total,325,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,18-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,7,,Staff,76,,Security,65,,Aroyga & Bank,10,,Cabs,216,,1686,,,
,,Bakul Nivas,0,,Support staff,43,,Housekeeping,182,,Vendors,53,,House maids,20,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,186,,Milk & Paper,16,,Couriers,24,,Civil Vendors,70,,,,,
,,Parijat Nivas,7,,Internship,1,,Visitors,25,,Food Delivery,250,,Mess workers,23,,,,,
,,Faculty,12,,Dayscholor,30,,Event Visitors,65,,CIE / Visitors,305,,,,,,,,
,Total ,,26,,Total,336,,Total,353,,Total,642,,Total,329,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,19-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,9,,Staff,73,,Security,65,,Aroyga & Bank,10,,Cabs,206,,1614,,,
,,Bakul Nivas,0,,Support staff,43,,Housekeeping,177,,Vendors,52,,House maids,21,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,170,,Milk & Paper,17,,Couriers,21,,Civil Vendors,92,,,,,
,,Parijat Nivas,8,,Internship,0,,Visitors,20,,Food Delivery,235,,Mess workers,25,,,,,
,,Faculty,12,,Dayscholor,32,,Event Visitors,31,,CIE / Visitors,295,,,,,,,,
,Total ,,29,,Total,318,,Total,310,,Total,613,,Total,344,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,20-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,6,,Staff,74,,Security,65,,Aroyga & Bank,11,,Cabs,231,,1657,,,
,,Bakul Nivas,0,,Support staff,41,,Housekeeping,175,,Vendors,49,,House maids,19,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,165,,Milk & Paper,17,,Couriers,25,,Civil Vendors,87,,,,,
,,Parijat Nivas,4,,Internship,0,,Visitors,30,,Food Delivery,272,,Mess workers,16,,,,,
,,Faculty,10,,Dayscholor,30,,Event Visitors,0,,CIE / Visitors,330,,,,,,,,
,Total ,,20,,Total,310,,Total,287,,Total,687,,Total,353,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,21-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,22,,Staff,68,,Security,65,,Aroyga & Bank,5,,Cabs,169,,1468,,,
,,Bakul Nivas,0,,Support staff,41,,Housekeeping,180,,Vendors,43,,House maids,19,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,175,,Milk & Paper,17,,Couriers,20,,Civil Vendors,73,,,,,
,,Parijat Nivas,14,,Internship,0,,Visitors,30,,Food Delivery,290,,Mess workers,24,,,,,
,,Faculty,8,,Dayscholor,25,,Event Visitors,0,,CIE / Visitors,180,,,,,,,,
,Total ,,44,,Total,309,,Total,292,,Total,538,,Total,285,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,22-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,22,,Staff,0,,Security,65,,Aroyga & Bank,3,,Cabs,120,,706,,,
,,Bakul Nivas,0,,Support staff,4,,Housekeeping,25,,Vendors,15,,House maids,3,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,0,,Milk & Paper,14,,Couriers,12,,Civil Vendors,78,,,,,
,,Parijat Nivas,9,,Internship,0,,Visitors,15,,Food Delivery,294,,Mess workers,1,,,,,
,,Faculty,1,,Dayscholor,0,,Event Visitors,15,,CIE / Visitors,10,,,,,,,,
,Total ,,32,,Total,4,,Total,134,,Total,334,,Total,202,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,23-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,10,,Staff,78,,Security,65,,Aroyga & Bank,9,,Cabs,248,,1579,,,
,,Bakul Nivas,0,,Support staff,44,,Housekeeping,185,,Vendors,24,,House maids,17,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,158,,Milk & Paper,14,,Couriers,24,,Civil Vendors,88,,,,,
,,Parijat Nivas,6,,Internship,1,,Visitors,14,,Food Delivery,233,,Mess workers,22,,,,,
,,Faculty,11,,Dayscholor,23,,Event Visitors,0,,CIE / Visitors,305,,,,,,,,
,Total ,,27,,Total,304,,Total,278,,Total,595,,Total,375,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,24-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,11,,Staff,75,,Security,65,,Aroyga & Bank,11,,Cabs,205,,1422,,,
,,Bakul Nivas,0,,Support staff,40,,Housekeeping,175,,Vendors,44,,House maids,16,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,110,,Milk & Paper,16,,Couriers,18,,Civil Vendors,76,,,,,
,,Parijat Nivas,5,,Internship,0,,Visitors,12,,Food Delivery,240,,Mess workers,19,,,,,
,,Faculty,9,,Dayscholor,25,,Event Visitors,0,,CIE / Visitors,250,,,,,,,,
,Total ,,25,,Total,250,,Total,268,,Total,563,,Total,316,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,25-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,20,,Staff,0,,Security,65,,Aroyga & Bank,1,,Cabs,137,,730,,,
,,Bakul Nivas,0,,Support staff,5,,Housekeeping,35,,Vendors,17,,House maids,9,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,0,,Milk & Paper,16,,Couriers,15,,Civil Vendors,72,,,,,
,,Parijat Nivas,16,,Internship,0,,Visitors,4,,Food Delivery,286,,Mess workers,17,,,,,
,,Faculty,0,,Dayscholor,0,,Event Visitors,0,,CIE / Visitors,15,,,,,,,,
,Total ,,36,,Total,5,,Total,120,,Total,334,,Total,235,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,26-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,5,,Staff,68,,Security,65,,Aroyga & Bank,10,,Cabs,197,,1236,,,
,,Bakul Nivas,0,,Support staff,38,,Housekeeping,155,,Vendors,45,,House maids,16,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,95,,Milk & Paper,16,,Couriers,18,,Civil Vendors,69,,,,,
,,Parijat Nivas,1,,Internship,0,,Visitors,22,,Food Delivery,135,,Mess workers,21,,,,,
,,Faculty,8,,Dayscholor,27,,Event Visitors,0,,CIE / Visitors,225,,,,,,,,
,Total ,,14,,Total,228,,Total,258,,Total,433,,Total,303,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,27-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,9,,Staff,75,,Security,65,,Aroyga & Bank,8,,Cabs,204,,1480,,,
,,Bakul Nivas,0,,Support staff,40,,Housekeeping,165,,Vendors,41,,House maids,20,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,102,,Milk & Paper,17,,Couriers,26,,Civil Vendors,89,,,,,
,,Parijat Nivas,6,,Internship,0,,Visitors,15,,Food Delivery,270,,Mess workers,20,,,,,
,,Faculty,9,,Dayscholor,28,,Event Visitors,0,,CIE / Visitors,270,,,,,,,,
,Total ,,25,,Total,245,,Total,262,,Total,615,,Total,333,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,28-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,9,,Staff,60,,Security,65,,Aroyga & Bank,4,,Cabs,176,,1289,,,
,,Bakul Nivas,2,,Support staff,41,,Housekeeping,160,,Vendors,42,,House maids,17,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,155,,Milk & Paper,13,,Couriers,25,,Civil Vendors,75,,,,,
,,Parijat Nivas,16,,Internship,0,,Visitors,26,,Food Delivery,216,,Mess workers,21,,,,,
,,Faculty,12,,Dayscholor,29,,Event Visitors,0,,CIE / Visitors,125,,,,,,,,
,Total ,,39,,Total,285,,Total,264,,Total,412,,Total,289,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,29-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,8,,Staff,0,,Security,65,,Aroyga & Bank,3,,Cabs,140,,649,,,
,,Bakul Nivas,1,,Support staff,6,,Housekeeping,25,,Vendors,21,,House maids,3,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,0,,Milk & Paper,13,,Couriers,20,,Civil Vendors,58,,,,,
,,Parijat Nivas,6,,Internship,0,,Visitors,4,,Food Delivery,252,,Mess workers,18,,,,,
,,Faculty,,,Dayscholor,0,,Event Visitors,0,,CIE / Visitors,5,,,,,,,,
,Total ,,16,,Total,6,,Total,107,,Total,301,,Total,219,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,30-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,14,,Staff,69,,Security,65,,Aroyga & Bank,10,,Cabs,223,,1781,,,
,,Bakul Nivas,1,,Support staff,39,,Housekeeping,181,,Vendors,49,,House maids,13,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,196,,Milk & Paper,15,,Couriers,22,,Civil Vendors,64,,,,,
,,Parijat Nivas,13,,Internship,0,,Visitors,34,,Food Delivery,194,,Mess workers,23,,,,,
,,Faculty,12,,Dayscholor,35,,Event Visitors,150,,CIE / Visitors,359,,,,,,,,
,Total ,,40,,Total,339,,Total,445,,Total,634,,Total,323,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,31-Dec-24,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,13,,Staff,72,,Security,65,,Aroyga & Bank,10,,Cabs,330,,1774,,,
,,Bakul Nivas,1,,Support staff,39,,Housekeeping,173,,Vendors,57,,House maids,16,,,,,
,,Kadamba Nivas,2,,ARL & I HUB,199,,Milk & Paper,15,,Couriers,25,,Civil Vendors,66,,,,,
,,Parijat Nivas,12,,Internship,0,,Visitors,21,,Food Delivery,313,,Mess workers,24,,,,,
,,Faculty,14,,Dayscholor,22,,Event Visitors,0,,CIE / Visitors,285,,,,,,,,
,Total ,,42,,Total,332,,Total,274,,Total,690,,Total,436,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,1-Jan-25,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,18,,Staff,74,,Security,65,,Aroyga & Bank,9,,Cabs,260,,1606,,,
,,Bakul Nivas,3,,Support staff,41,,Housekeeping,165,,Vendors,28,,House maids,13,,,,,
,,Kadamba Nivas,2,,ARL & I HUB,183,,Milk & Paper,14,,Couriers,19,,Civil Vendors,29,,,,,
,,Parijat Nivas,16,,Internship,0,,Visitors,18,,Food Delivery,288,,Mess workers,19,,,,,
,,Faculty,14,,Dayscholor,32,,Event Visitors,0,,CIE / Visitors,296,,,,,,,,
,Total ,,53,,Total,330,,Total,262,,Total,640,,Total,321,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,2-Jan-25,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,13,,Staff,75,,Security,65,,Aroyga & Bank,10,,Cabs,379,,1817,,,
,,Bakul Nivas,1,,Support staff,43,,Housekeeping,180,,Vendors,47,,House maids,17,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,195,,Milk & Paper,16,,Couriers,21,,Civil Vendors,51,,,,,
,,Parijat Nivas,16,,Internship,1,,Visitors,21,,Food Delivery,326,,Mess workers,26,,,,,
,,Faculty,18,,Dayscholor,30,,Event Visitors,0,,CIE / Visitors,265,,,,,,,,
,Total ,,49,,Total,344,,Total,282,,Total,669,,Total,473,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,3-Jan-25,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,19,,Staff,78,,Security,65,,Aroyga & Bank,11,,Cabs,298,,1922,,,
,,Bakul Nivas,0,,Support staff,39,,Housekeeping,172,,Vendors,36,,House maids,19,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,181,,Milk & Paper,15,,Couriers,36,,Civil Vendors,68,,,,,
,,Parijat Nivas,16,,Internship,0,,Visitors,28,,Food Delivery,374,,Mess workers,26,,,,,
,,Faculty,17,,Dayscholor,23,,Event Visitors,75,,CIE / Visitors,325,,,,,,,,
,Total ,,53,,Total,321,,Total,355,,Total,782,,Total,411,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,4-Jan-25,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,29,,Staff,76,,Security,65,,Aroyga & Bank,10,,Cabs,321,,1986,,,
,,Bakul Nivas,3,,Support staff,42,,Housekeeping,168,,Vendors,46,,House maids,20,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,170,,Milk & Paper,16,,Couriers,30,,Civil Vendors,47,,,,,
,,Parijat Nivas,11,,Internship,1,,Visitors,63,,Food Delivery,482,,Mess workers,25,,,,,
,,Faculty,16,,Dayscholor,20,,Event Visitors,50,,CIE / Visitors,275,,,,,,,,
,Total ,,59,,Total,309,,Total,362,,Total,843,,Total,413,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,5-Jan-25,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,14,,Staff,0,,Security,65,,Aroyga & Bank,4,,Cabs,327,,1552,,,
,,Bakul Nivas,1,,Support staff,5,,Housekeeping,20,,Vendors,22,,House maids,6,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,0,,Milk & Paper,12,,Couriers,24,,Civil Vendors,43,,,,,
,,Parijat Nivas,48,,Internship,0,,Visitors,7,,Food Delivery,504,,Mess workers,14,,,,,
,,Faculty,0,,Dayscholor,0,,Event Visitors,400,,CIE / Visitors,35,,,,,,,,
,Total ,,64,,Total,5,,Total,504,,Total,589,,Total,390,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,6-Jan-25,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,18,,Staff,82,,Security,65,,Aroyga & Bank,10,,Cabs,348,,1953,,,
,,Bakul Nivas,0,,Support staff,44,,Housekeeping,185,,Vendors,36,,House maids,20,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,165,,Milk & Paper,16,,Couriers,29,,Civil Vendors,49,,,,,
,,Parijat Nivas,15,,Internship,0,,Visitors,28,,Food Delivery,483,,Mess workers,24,,,,,
,,Faculty,16,,Dayscholor,20,,Event Visitors,0,,CIE / Visitors,300,,,,,,,,
,Total ,,49,,Total,311,,Total,294,,Total,858,,Total,441,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,7-Jan-25,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,4,,Staff,84,,Security,65,,Aroyga & Bank,11,,Cabs,308,,1901,,,
,,Bakul Nivas,0,,Support staff,42,,Housekeeping,187,,Vendors,40,,House maids,18,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,170,,Milk & Paper,15,,Couriers,33,,Civil Vendors,49,,,,,
,,Parijat Nivas,3,,Internship,0,,Visitors,28,,Food Delivery,463,,Mess workers,25,,,,,
,,Faculty,15,,Dayscholor,26,,Event Visitors,0,,CIE / Visitors,315,,,,,,,,
,Total ,,22,,Total,322,,Total,295,,Total,862,,Total,400,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,8-Jan-25,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,6,,Staff,86,,Security,65,,Aroyga & Bank,10,,Cabs,327,,1839,,,
,,Bakul Nivas,0,,Support staff,45,,Housekeeping,185,,Vendors,48,,House maids,22,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,172,,Milk & Paper,16,,Couriers,27,,Civil Vendors,45,,,,,
,,Parijat Nivas,1,,Internship,0,,Visitors,34,,Food Delivery,357,,Mess workers,25,,,,,
,,Faculty,15,,Dayscholor,17,,Event Visitors,0,,CIE / Visitors,335,,,,,,,,
,Total ,,23,,Total,320,,Total,300,,Total,777,,Total,419,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,9-Jan-25,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,3,,Staff,82,,Security,65,,Aroyga & Bank,8,,Cabs,282,,1829,,,
,,Bakul Nivas,1,,Support staff,44,,Housekeeping,184,,Vendors,42,,House maids,21,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,175,,Milk & Paper,17,,Couriers,24,,Civil Vendors,50,,,,,
,,Parijat Nivas,2,,Internship,0,,Visitors,24,,Food Delivery,418,,Mess workers,26,,,,,
,,Faculty,16,,Dayscholor,25,,Event Visitors,0,,CIE / Visitors,320,,,,,,,,
,Total ,,22,,Total,326,,Total,290,,Total,812,,Total,379,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,10-Jan-25,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,2,,Staff,85,,Security,65,,Aroyga & Bank,9,,Cabs,357,,1877,,,
,,Bakul Nivas,0,,Support staff,40,,Housekeeping,186,,Vendors,42,,House maids,17,,,,,
,,Kadamba Nivas,2,,ARL & I HUB,170,,Milk & Paper,17,,Couriers,30,,Civil Vendors,50,,,,,
,,Parijat Nivas,7,,Internship,0,,Visitors,19,,Food Delivery,413,,Mess workers,26,,,,,
,,Faculty,14,,Dayscholor,21,,Event Visitors,0,,CIE / Visitors,305,,,,,,,,
,Total ,,25,,Total,316,,Total,287,,Total,799,,Total,450,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,11-Jan-25,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,3,,Staff,80,,Security,65,,Aroyga & Bank,3,,Cabs,339,,1769,,,
,,Bakul Nivas,0,,Support staff,38,,Housekeeping,182,,Vendors,37,,House maids,20,,,,,
,,Kadamba Nivas,0,,ARL & I HUB,105,,Milk & Paper,17,,Couriers,27,,Civil Vendors,48,,,,,
,,Parijat Nivas,9,,Internship,1,,Visitors,18,,Food Delivery,467,,Mess workers,23,,,,,
,,Faculty,11,,Dayscholor,31,,Event Visitors,0,,CIE / Visitors,245,,,,,,,,
,Total ,,23,,Total,255,,Total,282,,Total,779,,Total,430,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,12-Jan-25,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,2,,Staff,0,,Security,65,,Aroyga & Bank,3,,Cabs,280,,856,,,
,,Bakul Nivas,0,,Support staff,10,,Housekeeping,25,,Vendors,15,,House maids,5,,,,,
,,Kadamba Nivas,1,,ARL & I HUB,0,,Milk & Paper,14,,Couriers,16,,Civil Vendors,20,,,,,
,,Parijat Nivas,8,,Internship,2,,Visitors,23,,Food Delivery,349,,Mess workers,18,,,,,
,,Faculty,0,,Dayscholor,0,,Event Visitors,0,,CIE / Visitors,0,,,,,,,,
,Total ,,11,,Total,12,,Total,127,,Total,383,,Total,323,,,,,
,,,,,,,,,,,,,,,,,,,,
,Daily Security Report  (Campus Entry / Exit Details),,,,,,,,,,,,,,,,,,,
,13-Jan-25,Department,count,,Department,count,,Department,count,,Department,count,,Department,count,70,Total All count,,,
,,Palash Nivas,1,,Staff,0,,Security,65,,Aroyga & Bank,6,,Cabs,232,,970,,,
