Report_Generated,Data_Period_Start,Data_Period_End,Total_Days,Days_With_Data,Data_Completeness_Pct,Total_Records,Total_Visitors,Unique_Categories,Avg_Daily_Visitors,Max_Daily_Visitors,Min_Daily_Visitors,StdDev_Daily_Visitors,Top_Category,Top_Category_Count,Top_Category_Percentage,Busiest_Day_Of_Week,Quietest_Day_Of_Week,Weekend_Avg,Weekday_Avg,Anomalies_Detected,Major_Events_Detected,HHI_Concentration,Files_Generated
2025-11-16 23:02:37,10-Feb-2024,25-Sep-2025,594,587,98.82154882154882,8347,391933,24,667.6882453151618,1207,267,151.66402349272272,Cabs,105737,26.97833558286748,Wednesday,Thursday,43.90257275411219,48.16599732262383,15,19,0.14385108926794515,44
