Date,Category,Count,Year,Month,Month_Name,Quarter,DayOfWeek,DayOfWeek_Num,IsWeekend,Week,Month_Year,Category_Original
2024-02-10,Palash Nivas,52,2024,2,Feb,1,Saturday,5,True,6,2024-02,Palash Nivas
2024-02-10,Security,63,2024,2,Feb,1,Saturday,5,True,6,2024-02,Security
2024-02-10,Cabs,307,2024,2,Feb,1,Saturday,5,True,6,2024-02,Cabs
2024-02-10,Bakul Nivas,21,2024,2,Feb,1,Saturday,5,True,6,2024-02,Bakul Nivas
2024-02-10,Housekeeping,168,2024,2,Feb,1,Saturday,5,True,6,2024-02,Housekeeping
2024-02-10,Housekeeping,12,2024,2,Feb,1,Saturday,5,True,6,2024-02,House Maids
2024-02-10,Kadamba Nivas,10,2024,2,Feb,1,Saturday,5,True,6,2024-02,Kadamba Nivas
2024-02-10,Milk & Paper,8,2024,2,Feb,1,Saturday,5,True,6,2024-02,Milk & Paper
2024-02-10,Vendors,12,2024,2,Feb,1,Saturday,5,True,6,2024-02,Civil Vendors
2024-02-10,Parijat Nivas,13,2024,2,Feb,1,Saturday,5,True,6,2024-02,Parijat Nivas
2024-02-10,Visitors,23,2024,2,Feb,1,Saturday,5,True,6,2024-02,Visitors
2024-02-10,Mess Workers,27,2024,2,Feb,1,Saturday,5,True,6,2024-02,Mess Workers
2024-02-10,Faculty,14,2024,2,Feb,1,Saturday,5,True,6,2024-02,Faculty
2024-02-10,Event Visitors,303,2024,2,Feb,1,Saturday,5,True,6,2024-02,Event Visitors
2024-02-11,Palash Nivas,22,2024,2,Feb,1,Sunday,6,True,6,2024-02,Palash Nivas
2024-02-11,Security,63,2024,2,Feb,1,Sunday,6,True,6,2024-02,Security
2024-02-11,Cabs,210,2024,2,Feb,1,Sunday,6,True,6,2024-02,Cabs
2024-02-11,Bakul Nivas,19,2024,2,Feb,1,Sunday,6,True,6,2024-02,Bakul Nivas
2024-02-11,Housekeeping,35,2024,2,Feb,1,Sunday,6,True,6,2024-02,Housekeeping
2024-02-11,Housekeeping,2,2024,2,Feb,1,Sunday,6,True,6,2024-02,House Maids
2024-02-11,Kadamba Nivas,10,2024,2,Feb,1,Sunday,6,True,6,2024-02,Kadamba Nivas
2024-02-11,Milk & Paper,8,2024,2,Feb,1,Sunday,6,True,6,2024-02,Milk & Paper
2024-02-11,Vendors,2,2024,2,Feb,1,Sunday,6,True,6,2024-02,Civil Vendors
2024-02-11,Parijat Nivas,27,2024,2,Feb,1,Sunday,6,True,6,2024-02,Parijat Nivas
2024-02-11,Visitors,5,2024,2,Feb,1,Sunday,6,True,6,2024-02,Visitors
2024-02-11,Mess Workers,18,2024,2,Feb,1,Sunday,6,True,6,2024-02,Mess Workers
2024-02-11,Event Visitors,407,2024,2,Feb,1,Sunday,6,True,6,2024-02,Event Visitors
2024-02-12,Palash Nivas,22,2024,2,Feb,1,Monday,0,False,7,2024-02,Palash Nivas
2024-02-12,Security,63,2024,2,Feb,1,Monday,0,False,7,2024-02,Security
2024-02-12,Cabs,72,2024,2,Feb,1,Monday,0,False,7,2024-02,Cabs
2024-02-12,Bakul Nivas,14,2024,2,Feb,1,Monday,0,False,7,2024-02,Bakul Nivas
2024-02-12,Housekeeping,162,2024,2,Feb,1,Monday,0,False,7,2024-02,Housekeeping
2024-02-12,Housekeeping,15,2024,2,Feb,1,Monday,0,False,7,2024-02,House Maids
2024-02-12,Kadamba Nivas,12,2024,2,Feb,1,Monday,0,False,7,2024-02,Kadamba Nivas
2024-02-12,Milk & Paper,11,2024,2,Feb,1,Monday,0,False,7,2024-02,Milk & Paper
2024-02-12,Vendors,14,2024,2,Feb,1,Monday,0,False,7,2024-02,Civil Vendors
2024-02-12,Parijat Nivas,17,2024,2,Feb,1,Monday,0,False,7,2024-02,Parijat Nivas
2024-02-12,Visitors,13,2024,2,Feb,1,Monday,0,False,7,2024-02,Visitors
2024-02-12,Mess Workers,36,2024,2,Feb,1,Monday,0,False,7,2024-02,Mess Workers
2024-02-12,Faculty,18,2024,2,Feb,1,Monday,0,False,7,2024-02,Faculty
2024-02-13,Palash Nivas,18,2024,2,Feb,1,Tuesday,1,False,7,2024-02,Palash Nivas
2024-02-13,Security,63,2024,2,Feb,1,Tuesday,1,False,7,2024-02,Security
2024-02-13,Cabs,78,2024,2,Feb,1,Tuesday,1,False,7,2024-02,Cabs
2024-02-13,Bakul Nivas,16,2024,2,Feb,1,Tuesday,1,False,7,2024-02,Bakul Nivas
2024-02-13,Housekeeping,160,2024,2,Feb,1,Tuesday,1,False,7,2024-02,Housekeeping
2024-02-13,Housekeeping,11,2024,2,Feb,1,Tuesday,1,False,7,2024-02,House Maids
2024-02-13,Kadamba Nivas,11,2024,2,Feb,1,Tuesday,1,False,7,2024-02,Kadamba Nivas
2024-02-13,Milk & Paper,11,2024,2,Feb,1,Tuesday,1,False,7,2024-02,Milk & Paper
2024-02-13,Vendors,11,2024,2,Feb,1,Tuesday,1,False,7,2024-02,Civil Vendors
2024-02-13,Parijat Nivas,20,2024,2,Feb,1,Tuesday,1,False,7,2024-02,Parijat Nivas
2024-02-13,Visitors,14,2024,2,Feb,1,Tuesday,1,False,7,2024-02,Visitors
2024-02-13,Mess Workers,22,2024,2,Feb,1,Tuesday,1,False,7,2024-02,Mess Workers
2024-02-13,Faculty,12,2024,2,Feb,1,Tuesday,1,False,7,2024-02,Faculty
2024-02-14,Palash Nivas,21,2024,2,Feb,1,Wednesday,2,False,7,2024-02,Palash Nivas
2024-02-14,Security,63,2024,2,Feb,1,Wednesday,2,False,7,2024-02,Security
2024-02-14,Cabs,68,2024,2,Feb,1,Wednesday,2,False,7,2024-02,Cabs
2024-02-14,Bakul Nivas,12,2024,2,Feb,1,Wednesday,2,False,7,2024-02,Bakul Nivas
2024-02-14,Housekeeping,168,2024,2,Feb,1,Wednesday,2,False,7,2024-02,Housekeeping
2024-02-14,Housekeeping,14,2024,2,Feb,1,Wednesday,2,False,7,2024-02,House Maids
2024-02-14,Kadamba Nivas,8,2024,2,Feb,1,Wednesday,2,False,7,2024-02,Kadamba Nivas
2024-02-14,Milk & Paper,11,2024,2,Feb,1,Wednesday,2,False,7,2024-02,Milk & Paper
2024-02-14,Vendors,17,2024,2,Feb,1,Wednesday,2,False,7,2024-02,Civil Vendors
2024-02-14,Parijat Nivas,16,2024,2,Feb,1,Wednesday,2,False,7,2024-02,Parijat Nivas
2024-02-14,Visitors,18,2024,2,Feb,1,Wednesday,2,False,7,2024-02,Visitors
2024-02-14,Mess Workers,30,2024,2,Feb,1,Wednesday,2,False,7,2024-02,Mess Workers
2024-02-14,Faculty,17,2024,2,Feb,1,Wednesday,2,False,7,2024-02,Faculty
2024-02-15,Palash Nivas,30,2024,2,Feb,1,Thursday,3,False,7,2024-02,Palash Nivas
2024-02-15,Security,63,2024,2,Feb,1,Thursday,3,False,7,2024-02,Security
2024-02-15,Cabs,66,2024,2,Feb,1,Thursday,3,False,7,2024-02,Cabs
2024-02-15,Bakul Nivas,18,2024,2,Feb,1,Thursday,3,False,7,2024-02,Bakul Nivas
2024-02-15,Housekeeping,168,2024,2,Feb,1,Thursday,3,False,7,2024-02,Housekeeping
2024-02-15,Housekeeping,13,2024,2,Feb,1,Thursday,3,False,7,2024-02,House Maids
2024-02-15,Kadamba Nivas,20,2024,2,Feb,1,Thursday,3,False,7,2024-02,Kadamba Nivas
2024-02-15,Milk & Paper,11,2024,2,Feb,1,Thursday,3,False,7,2024-02,Milk & Paper
2024-02-15,Vendors,15,2024,2,Feb,1,Thursday,3,False,7,2024-02,Civil Vendors
2024-02-15,Parijat Nivas,25,2024,2,Feb,1,Thursday,3,False,7,2024-02,Parijat Nivas
2024-02-15,Visitors,19,2024,2,Feb,1,Thursday,3,False,7,2024-02,Visitors
2024-02-15,Mess Workers,40,2024,2,Feb,1,Thursday,3,False,7,2024-02,Mess Workers
2024-02-15,Faculty,16,2024,2,Feb,1,Thursday,3,False,7,2024-02,Faculty
2024-02-15,Event Visitors,95,2024,2,Feb,1,Thursday,3,False,7,2024-02,Event Visitors
2024-02-16,Palash Nivas,30,2024,2,Feb,1,Friday,4,False,7,2024-02,Palash Nivas
2024-02-16,Security,63,2024,2,Feb,1,Friday,4,False,7,2024-02,Security
2024-02-16,Cabs,223,2024,2,Feb,1,Friday,4,False,7,2024-02,Cabs
2024-02-16,Bakul Nivas,21,2024,2,Feb,1,Friday,4,False,7,2024-02,Bakul Nivas
2024-02-16,Housekeeping,172,2024,2,Feb,1,Friday,4,False,7,2024-02,Housekeeping
2024-02-16,Housekeeping,14,2024,2,Feb,1,Friday,4,False,7,2024-02,House Maids
2024-02-16,Kadamba Nivas,12,2024,2,Feb,1,Friday,4,False,7,2024-02,Kadamba Nivas
2024-02-16,Milk & Paper,10,2024,2,Feb,1,Friday,4,False,7,2024-02,Milk & Paper
2024-02-16,Vendors,19,2024,2,Feb,1,Friday,4,False,7,2024-02,Civil Vendors
2024-02-16,Parijat Nivas,25,2024,2,Feb,1,Friday,4,False,7,2024-02,Parijat Nivas
2024-02-16,Visitors,33,2024,2,Feb,1,Friday,4,False,7,2024-02,Visitors
2024-02-16,Mess Workers,31,2024,2,Feb,1,Friday,4,False,7,2024-02,Mess Workers
2024-02-16,Faculty,18,2024,2,Feb,1,Friday,4,False,7,2024-02,Faculty
2024-02-17,Palash Nivas,32,2024,2,Feb,1,Saturday,5,True,7,2024-02,Palash Nivas
2024-02-17,Security,63,2024,2,Feb,1,Saturday,5,True,7,2024-02,Security
2024-02-17,Cabs,64,2024,2,Feb,1,Saturday,5,True,7,2024-02,Cabs
2024-02-17,Bakul Nivas,16,2024,2,Feb,1,Saturday,5,True,7,2024-02,Bakul Nivas
2024-02-17,Housekeeping,176,2024,2,Feb,1,Saturday,5,True,7,2024-02,Housekeeping
2024-02-17,Housekeeping,14,2024,2,Feb,1,Saturday,5,True,7,2024-02,House Maids
2024-02-17,Kadamba Nivas,11,2024,2,Feb,1,Saturday,5,True,7,2024-02,Kadamba Nivas
2024-02-17,Milk & Paper,12,2024,2,Feb,1,Saturday,5,True,7,2024-02,Milk & Paper
2024-02-17,Vendors,26,2024,2,Feb,1,Saturday,5,True,7,2024-02,Civil Vendors
2024-02-17,Parijat Nivas,25,2024,2,Feb,1,Saturday,5,True,7,2024-02,Parijat Nivas
2024-02-17,Visitors,28,2024,2,Feb,1,Saturday,5,True,7,2024-02,Visitors
2024-02-17,Mess Workers,29,2024,2,Feb,1,Saturday,5,True,7,2024-02,Mess Workers
2024-02-17,Faculty,12,2024,2,Feb,1,Saturday,5,True,7,2024-02,Faculty
2024-02-17,Event Visitors,139,2024,2,Feb,1,Saturday,5,True,7,2024-02,Event Visitors
2024-02-18,Palash Nivas,40,2024,2,Feb,1,Sunday,6,True,7,2024-02,Palash Nivas
2024-02-18,Security,63,2024,2,Feb,1,Sunday,6,True,7,2024-02,Security
2024-02-18,Cabs,58,2024,2,Feb,1,Sunday,6,True,7,2024-02,Cabs
2024-02-18,Bakul Nivas,31,2024,2,Feb,1,Sunday,6,True,7,2024-02,Bakul Nivas
2024-02-18,Housekeeping,15,2024,2,Feb,1,Sunday,6,True,7,2024-02,Housekeeping
2024-02-18,Housekeeping,4,2024,2,Feb,1,Sunday,6,True,7,2024-02,House Maids
2024-02-18,Kadamba Nivas,11,2024,2,Feb,1,Sunday,6,True,7,2024-02,Kadamba Nivas
2024-02-18,Milk & Paper,12,2024,2,Feb,1,Sunday,6,True,7,2024-02,Milk & Paper
2024-02-18,Vendors,6,2024,2,Feb,1,Sunday,6,True,7,2024-02,Civil Vendors
2024-02-18,Parijat Nivas,22,2024,2,Feb,1,Sunday,6,True,7,2024-02,Parijat Nivas
2024-02-18,Visitors,25,2024,2,Feb,1,Sunday,6,True,7,2024-02,Visitors
2024-02-18,Mess Workers,28,2024,2,Feb,1,Sunday,6,True,7,2024-02,Mess Workers
2024-02-18,Faculty,1,2024,2,Feb,1,Sunday,6,True,7,2024-02,Faculty
2024-02-18,Event Visitors,34,2024,2,Feb,1,Sunday,6,True,7,2024-02,Event Visitors
2024-02-19,Palash Nivas,30,2024,2,Feb,1,Monday,0,False,8,2024-02,Palash Nivas
2024-02-19,Security,63,2024,2,Feb,1,Monday,0,False,8,2024-02,Security
2024-02-19,Cabs,64,2024,2,Feb,1,Monday,0,False,8,2024-02,Cabs
2024-02-19,Bakul Nivas,21,2024,2,Feb,1,Monday,0,False,8,2024-02,Bakul Nivas
2024-02-19,Housekeeping,170,2024,2,Feb,1,Monday,0,False,8,2024-02,Housekeeping
2024-02-19,Housekeeping,11,2024,2,Feb,1,Monday,0,False,8,2024-02,House Maids
2024-02-19,Kadamba Nivas,11,2024,2,Feb,1,Monday,0,False,8,2024-02,Kadamba Nivas
2024-02-19,Milk & Paper,10,2024,2,Feb,1,Monday,0,False,8,2024-02,Milk & Paper
2024-02-19,Vendors,10,2024,2,Feb,1,Monday,0,False,8,2024-02,Civil Vendors
2024-02-19,Parijat Nivas,12,2024,2,Feb,1,Monday,0,False,8,2024-02,Parijat Nivas
2024-02-19,Visitors,20,2024,2,Feb,1,Monday,0,False,8,2024-02,Visitors
2024-02-19,Mess Workers,26,2024,2,Feb,1,Monday,0,False,8,2024-02,Mess Workers
2024-02-19,Faculty,16,2024,2,Feb,1,Monday,0,False,8,2024-02,Faculty
2024-02-20,Palash Nivas,30,2024,2,Feb,1,Tuesday,1,False,8,2024-02,Palash Nivas
2024-02-20,Security,63,2024,2,Feb,1,Tuesday,1,False,8,2024-02,Security
2024-02-20,Cabs,69,2024,2,Feb,1,Tuesday,1,False,8,2024-02,Cabs
2024-02-20,Bakul Nivas,21,2024,2,Feb,1,Tuesday,1,False,8,2024-02,Bakul Nivas
2024-02-20,Housekeeping,172,2024,2,Feb,1,Tuesday,1,False,8,2024-02,Housekeeping
2024-02-20,Housekeeping,13,2024,2,Feb,1,Tuesday,1,False,8,2024-02,House Maids
2024-02-20,Kadamba Nivas,11,2024,2,Feb,1,Tuesday,1,False,8,2024-02,Kadamba Nivas
2024-02-20,Milk & Paper,8,2024,2,Feb,1,Tuesday,1,False,8,2024-02,Milk & Paper
2024-02-20,Vendors,15,2024,2,Feb,1,Tuesday,1,False,8,2024-02,Civil Vendors
2024-02-20,Parijat Nivas,20,2024,2,Feb,1,Tuesday,1,False,8,2024-02,Parijat Nivas
2024-02-20,Visitors,15,2024,2,Feb,1,Tuesday,1,False,8,2024-02,Visitors
2024-02-20,Mess Workers,27,2024,2,Feb,1,Tuesday,1,False,8,2024-02,Mess Workers
2024-02-20,Faculty,18,2024,2,Feb,1,Tuesday,1,False,8,2024-02,Faculty
2024-02-21,Palash Nivas,31,2024,2,Feb,1,Wednesday,2,False,8,2024-02,Palash Nivas
2024-02-21,Security,63,2024,2,Feb,1,Wednesday,2,False,8,2024-02,Security
2024-02-21,Cabs,72,2024,2,Feb,1,Wednesday,2,False,8,2024-02,Cabs
2024-02-21,Bakul Nivas,21,2024,2,Feb,1,Wednesday,2,False,8,2024-02,Bakul Nivas
2024-02-21,Housekeeping,170,2024,2,Feb,1,Wednesday,2,False,8,2024-02,Housekeeping
2024-02-21,Housekeeping,15,2024,2,Feb,1,Wednesday,2,False,8,2024-02,House Maids
2024-02-21,Kadamba Nivas,20,2024,2,Feb,1,Wednesday,2,False,8,2024-02,Kadamba Nivas
2024-02-21,Milk & Paper,10,2024,2,Feb,1,Wednesday,2,False,8,2024-02,Milk & Paper
2024-02-21,Vendors,23,2024,2,Feb,1,Wednesday,2,False,8,2024-02,Civil Vendors
2024-02-21,Parijat Nivas,21,2024,2,Feb,1,Wednesday,2,False,8,2024-02,Parijat Nivas
2024-02-21,Visitors,24,2024,2,Feb,1,Wednesday,2,False,8,2024-02,Visitors
2024-02-21,Mess Workers,25,2024,2,Feb,1,Wednesday,2,False,8,2024-02,Mess Workers
2024-02-21,Faculty,17,2024,2,Feb,1,Wednesday,2,False,8,2024-02,Faculty
2024-02-21,Event Visitors,5,2024,2,Feb,1,Wednesday,2,False,8,2024-02,Event Visitors
2024-02-22,Palash Nivas,30,2024,2,Feb,1,Thursday,3,False,8,2024-02,Palash Nivas
2024-02-22,Security,63,2024,2,Feb,1,Thursday,3,False,8,2024-02,Security
2024-02-22,Cabs,52,2024,2,Feb,1,Thursday,3,False,8,2024-02,Cabs
2024-02-22,Bakul Nivas,22,2024,2,Feb,1,Thursday,3,False,8,2024-02,Bakul Nivas
2024-02-22,Housekeeping,173,2024,2,Feb,1,Thursday,3,False,8,2024-02,Housekeeping
2024-02-22,Housekeeping,16,2024,2,Feb,1,Thursday,3,False,8,2024-02,House Maids
2024-02-22,Kadamba Nivas,11,2024,2,Feb,1,Thursday,3,False,8,2024-02,Kadamba Nivas
2024-02-22,Milk & Paper,9,2024,2,Feb,1,Thursday,3,False,8,2024-02,Milk & Paper
2024-02-22,Vendors,31,2024,2,Feb,1,Thursday,3,False,8,2024-02,Civil Vendors
2024-02-22,Parijat Nivas,20,2024,2,Feb,1,Thursday,3,False,8,2024-02,Parijat Nivas
2024-02-22,Visitors,31,2024,2,Feb,1,Thursday,3,False,8,2024-02,Visitors
2024-02-22,Mess Workers,30,2024,2,Feb,1,Thursday,3,False,8,2024-02,Mess Workers
2024-02-22,Faculty,16,2024,2,Feb,1,Thursday,3,False,8,2024-02,Faculty
2024-02-23,Palash Nivas,24,2024,2,Feb,1,Friday,4,False,8,2024-02,Palash Nivas
2024-02-23,Security,63,2024,2,Feb,1,Friday,4,False,8,2024-02,Security
2024-02-23,Cabs,46,2024,2,Feb,1,Friday,4,False,8,2024-02,Cabs
2024-02-23,Bakul Nivas,21,2024,2,Feb,1,Friday,4,False,8,2024-02,Bakul Nivas
2024-02-23,Housekeeping,170,2024,2,Feb,1,Friday,4,False,8,2024-02,Housekeeping
2024-02-23,Housekeeping,14,2024,2,Feb,1,Friday,4,False,8,2024-02,House Maids
2024-02-23,Kadamba Nivas,20,2024,2,Feb,1,Friday,4,False,8,2024-02,Kadamba Nivas
2024-02-23,Milk & Paper,10,2024,2,Feb,1,Friday,4,False,8,2024-02,Milk & Paper
2024-02-23,Vendors,23,2024,2,Feb,1,Friday,4,False,8,2024-02,Civil Vendors
2024-02-23,Parijat Nivas,15,2024,2,Feb,1,Friday,4,False,8,2024-02,Parijat Nivas
2024-02-23,Visitors,21,2024,2,Feb,1,Friday,4,False,8,2024-02,Visitors
2024-02-23,Mess Workers,25,2024,2,Feb,1,Friday,4,False,8,2024-02,Mess Workers
2024-02-23,Faculty,11,2024,2,Feb,1,Friday,4,False,8,2024-02,Faculty
2024-02-24,Palash Nivas,30,2024,2,Feb,1,Saturday,5,True,8,2024-02,Palash Nivas
2024-02-24,Security,63,2024,2,Feb,1,Saturday,5,True,8,2024-02,Security
2024-02-24,Cabs,36,2024,2,Feb,1,Saturday,5,True,8,2024-02,Cabs
2024-02-24,Bakul Nivas,22,2024,2,Feb,1,Saturday,5,True,8,2024-02,Bakul Nivas
2024-02-24,Housekeeping,165,2024,2,Feb,1,Saturday,5,True,8,2024-02,Housekeeping
2024-02-24,Housekeeping,14,2024,2,Feb,1,Saturday,5,True,8,2024-02,House Maids
2024-02-24,Kadamba Nivas,20,2024,2,Feb,1,Saturday,5,True,8,2024-02,Kadamba Nivas
2024-02-24,Milk & Paper,7,2024,2,Feb,1,Saturday,5,True,8,2024-02,Milk & Paper
2024-02-24,Vendors,23,2024,2,Feb,1,Saturday,5,True,8,2024-02,Civil Vendors
2024-02-24,Parijat Nivas,21,2024,2,Feb,1,Saturday,5,True,8,2024-02,Parijat Nivas
2024-02-24,Visitors,38,2024,2,Feb,1,Saturday,5,True,8,2024-02,Visitors
2024-02-24,Mess Workers,26,2024,2,Feb,1,Saturday,5,True,8,2024-02,Mess Workers
2024-02-24,Faculty,8,2024,2,Feb,1,Saturday,5,True,8,2024-02,Faculty
2024-02-24,Event Visitors,113,2024,2,Feb,1,Saturday,5,True,8,2024-02,Event Visitors
2024-02-25,Palash Nivas,35,2024,2,Feb,1,Sunday,6,True,8,2024-02,Palash Nivas
2024-02-25,Security,63,2024,2,Feb,1,Sunday,6,True,8,2024-02,Security
2024-02-25,Cabs,26,2024,2,Feb,1,Sunday,6,True,8,2024-02,Cabs
2024-02-25,Bakul Nivas,22,2024,2,Feb,1,Sunday,6,True,8,2024-02,Bakul Nivas
2024-02-25,Housekeeping,25,2024,2,Feb,1,Sunday,6,True,8,2024-02,Housekeeping
2024-02-25,Housekeeping,1,2024,2,Feb,1,Sunday,6,True,8,2024-02,House Maids
2024-02-25,Kadamba Nivas,16,2024,2,Feb,1,Sunday,6,True,8,2024-02,Kadamba Nivas
2024-02-25,Milk & Paper,12,2024,2,Feb,1,Sunday,6,True,8,2024-02,Milk & Paper
2024-02-25,Vendors,6,2024,2,Feb,1,Sunday,6,True,8,2024-02,Civil Vendors
2024-02-25,Parijat Nivas,25,2024,2,Feb,1,Sunday,6,True,8,2024-02,Parijat Nivas
2024-02-25,Visitors,15,2024,2,Feb,1,Sunday,6,True,8,2024-02,Visitors
2024-02-25,Mess Workers,34,2024,2,Feb,1,Sunday,6,True,8,2024-02,Mess Workers
2024-02-25,Event Visitors,25,2024,2,Feb,1,Sunday,6,True,8,2024-02,Event Visitors
2024-02-26,Palash Nivas,28,2024,2,Feb,1,Monday,0,False,9,2024-02,Palash Nivas
2024-02-26,Security,63,2024,2,Feb,1,Monday,0,False,9,2024-02,Security
2024-02-26,Cabs,42,2024,2,Feb,1,Monday,0,False,9,2024-02,Cabs
2024-02-26,Bakul Nivas,14,2024,2,Feb,1,Monday,0,False,9,2024-02,Bakul Nivas
2024-02-26,Housekeeping,176,2024,2,Feb,1,Monday,0,False,9,2024-02,Housekeeping
2024-02-26,Housekeeping,14,2024,2,Feb,1,Monday,0,False,9,2024-02,House Maids
2024-02-26,Kadamba Nivas,9,2024,2,Feb,1,Monday,0,False,9,2024-02,Kadamba Nivas
2024-02-26,Milk & Paper,12,2024,2,Feb,1,Monday,0,False,9,2024-02,Milk & Paper
2024-02-26,Vendors,19,2024,2,Feb,1,Monday,0,False,9,2024-02,Civil Vendors
2024-02-26,Parijat Nivas,20,2024,2,Feb,1,Monday,0,False,9,2024-02,Parijat Nivas
2024-02-26,Visitors,27,2024,2,Feb,1,Monday,0,False,9,2024-02,Visitors
2024-02-26,Mess Workers,31,2024,2,Feb,1,Monday,0,False,9,2024-02,Mess Workers
2024-02-26,Faculty,16,2024,2,Feb,1,Monday,0,False,9,2024-02,Faculty
2024-02-27,Palash Nivas,16,2024,2,Feb,1,Tuesday,1,False,9,2024-02,Palash Nivas
2024-02-27,Security,63,2024,2,Feb,1,Tuesday,1,False,9,2024-02,Security
2024-02-27,Cabs,34,2024,2,Feb,1,Tuesday,1,False,9,2024-02,Cabs
2024-02-27,Bakul Nivas,29,2024,2,Feb,1,Tuesday,1,False,9,2024-02,Bakul Nivas
2024-02-27,Housekeeping,169,2024,2,Feb,1,Tuesday,1,False,9,2024-02,Housekeeping
2024-02-27,Housekeeping,13,2024,2,Feb,1,Tuesday,1,False,9,2024-02,House Maids
2024-02-27,Kadamba Nivas,21,2024,2,Feb,1,Tuesday,1,False,9,2024-02,Kadamba Nivas
2024-02-27,Milk & Paper,11,2024,2,Feb,1,Tuesday,1,False,9,2024-02,Milk & Paper
2024-02-27,Vendors,17,2024,2,Feb,1,Tuesday,1,False,9,2024-02,Civil Vendors
2024-02-27,Parijat Nivas,25,2024,2,Feb,1,Tuesday,1,False,9,2024-02,Parijat Nivas
2024-02-27,Visitors,18,2024,2,Feb,1,Tuesday,1,False,9,2024-02,Visitors
2024-02-27,Mess Workers,24,2024,2,Feb,1,Tuesday,1,False,9,2024-02,Mess Workers
2024-02-27,Faculty,16,2024,2,Feb,1,Tuesday,1,False,9,2024-02,Faculty
2024-02-27,Event Visitors,120,2024,2,Feb,1,Tuesday,1,False,9,2024-02,Event Visitors
2024-02-28,Palash Nivas,23,2024,2,Feb,1,Wednesday,2,False,9,2024-02,Palash Nivas
2024-02-28,Security,63,2024,2,Feb,1,Wednesday,2,False,9,2024-02,Security
2024-02-28,Cabs,52,2024,2,Feb,1,Wednesday,2,False,9,2024-02,Cabs
2024-02-28,Bakul Nivas,19,2024,2,Feb,1,Wednesday,2,False,9,2024-02,Bakul Nivas
2024-02-28,Housekeeping,172,2024,2,Feb,1,Wednesday,2,False,9,2024-02,Housekeeping
2024-02-28,Housekeeping,19,2024,2,Feb,1,Wednesday,2,False,9,2024-02,House Maids
2024-02-28,Kadamba Nivas,15,2024,2,Feb,1,Wednesday,2,False,9,2024-02,Kadamba Nivas
2024-02-28,Milk & Paper,13,2024,2,Feb,1,Wednesday,2,False,9,2024-02,Milk & Paper
2024-02-28,Vendors,19,2024,2,Feb,1,Wednesday,2,False,9,2024-02,Civil Vendors
2024-02-28,Parijat Nivas,29,2024,2,Feb,1,Wednesday,2,False,9,2024-02,Parijat Nivas
2024-02-28,Visitors,28,2024,2,Feb,1,Wednesday,2,False,9,2024-02,Visitors
2024-02-28,Mess Workers,24,2024,2,Feb,1,Wednesday,2,False,9,2024-02,Mess Workers
2024-02-28,Faculty,15,2024,2,Feb,1,Wednesday,2,False,9,2024-02,Faculty
2024-02-28,Event Visitors,8,2024,2,Feb,1,Wednesday,2,False,9,2024-02,Event Visitors
2024-02-29,Palash Nivas,35,2024,2,Feb,1,Thursday,3,False,9,2024-02,Palash Nivas
2024-02-29,Security,63,2024,2,Feb,1,Thursday,3,False,9,2024-02,Security
2024-02-29,Cabs,73,2024,2,Feb,1,Thursday,3,False,9,2024-02,Cabs
2024-02-29,Bakul Nivas,20,2024,2,Feb,1,Thursday,3,False,9,2024-02,Bakul Nivas
2024-02-29,Housekeeping,177,2024,2,Feb,1,Thursday,3,False,9,2024-02,Housekeeping
2024-02-29,Housekeeping,16,2024,2,Feb,1,Thursday,3,False,9,2024-02,House Maids
2024-02-29,Kadamba Nivas,9,2024,2,Feb,1,Thursday,3,False,9,2024-02,Kadamba Nivas
2024-02-29,Milk & Paper,15,2024,2,Feb,1,Thursday,3,False,9,2024-02,Milk & Paper
2024-02-29,Vendors,22,2024,2,Feb,1,Thursday,3,False,9,2024-02,Civil Vendors
2024-02-29,Parijat Nivas,26,2024,2,Feb,1,Thursday,3,False,9,2024-02,Parijat Nivas
2024-02-29,Visitors,9,2024,2,Feb,1,Thursday,3,False,9,2024-02,Visitors
2024-02-29,Mess Workers,26,2024,2,Feb,1,Thursday,3,False,9,2024-02,Mess Workers
2024-02-29,Faculty,16,2024,2,Feb,1,Thursday,3,False,9,2024-02,Faculty
2024-02-29,Event Visitors,20,2024,2,Feb,1,Thursday,3,False,9,2024-02,Event Visitors
2024-03-01,Palash Nivas,41,2024,3,Mar,1,Friday,4,False,9,2024-03,Palash Nivas
2024-03-01,Security,63,2024,3,Mar,1,Friday,4,False,9,2024-03,Security
2024-03-01,Cabs,72,2024,3,Mar,1,Friday,4,False,9,2024-03,Cabs
2024-03-01,Bakul Nivas,20,2024,3,Mar,1,Friday,4,False,9,2024-03,Bakul Nivas
2024-03-01,Housekeeping,169,2024,3,Mar,1,Friday,4,False,9,2024-03,Housekeeping
2024-03-01,Housekeeping,18,2024,3,Mar,1,Friday,4,False,9,2024-03,House Maids
2024-03-01,Kadamba Nivas,14,2024,3,Mar,1,Friday,4,False,9,2024-03,Kadamba Nivas
2024-03-01,Milk & Paper,13,2024,3,Mar,1,Friday,4,False,9,2024-03,Milk & Paper
2024-03-01,Vendors,19,2024,3,Mar,1,Friday,4,False,9,2024-03,Civil Vendors
2024-03-01,Parijat Nivas,28,2024,3,Mar,1,Friday,4,False,9,2024-03,Parijat Nivas
2024-03-01,Visitors,30,2024,3,Mar,1,Friday,4,False,9,2024-03,Visitors
